title,price,کاربری,کشور برند,ابعاد (میلیمتر),وزن (کیلوگرم),جنس بدنه,شرکت سازنده پردازنده,نوع سری پردازنده,نسل پردازنده,سری پردازنده,مدل,فرکانس پایه,فرکانس افزایشی,حافظه کش,تعداد هسته,تعداد رشته,فناوری ساخت پردازنده,معماری ساخت,مصرف برق پردازنده,مقدار حافظه رم,نوع رم,باس رم,تعداد اسلات رم,قابلیت ارتقاء رم,نوع حافظه,ظرفیت SSD,نوع اتصال SSD,تعداد اسلات SSD,شرکت سازنده گرافیک,نوع گرافیک,مدل گرافیک,حجم گرافیک,رم گرافیک,رابط حافظه,توان گرافیک,توان افزایشی,DirectX,PCIe,سایز صفحه نمایش (اینچ),پنل تصویر,نوع نمایش تصویر,وضوح تصویر,رزولوشن,نرخ تصویر,نسبت تصویر,Adobe RGB,sRGB,Type-C,USB 3.2,ظرفیت و نوع,جنس باطری,میزان شارژ دهی,توان آداپتور,نوع نمایش نور کیبورد,تعداد اسپیکر,نوع اسپیکر,تعداد فن,محتویات جعبه
Microsoft Surface GO 2-ارسال 10 الی 15 روز کاری,۲۳٫۶۵۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ اچ پی گیمینگ 15.6 اینچ Pavilion 15 Ryzen 5-3550H FULL HD (اپن باکس),۲۷٫۶۵۰٫۰۰۰ تومان,,,,,,,,,Ryzen 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچی اچ پی مدل ENVY x360 15t EW000 - A پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 4GB ا HP ENVY x360 15t EW000 - A Core i7 1255U 16GB 1TB SSD 4GB Full HD Touch Laptop,۱ فروشنده دیگر,,,18.6 × 229 × 359,1.7,,,,,Core i7,RTX2050,3.5GHz,4.7GHz,,10,12,,,,,,,,,GDDR6,,,,,,,,,64Bit,,,,,,IPS,,FULL HD,1080 × 1920,,,,,,,3Cell 51Whr,,,,,,,,
لپ تاپ لنوو IdeaPad 3 2021-AD ا Lenovo i5 1155G7-16GB-1TB+256SSD-2GB 350-FHD Laptop,از ۲۴٫۹۰۰٫۰۰۰ تومان,"حسابداری, دانش آموزی, دانشجویی, روزمره, وب گردی",چین,359.2x236.5x19.9,1.6,پلاستیک,Intel,Tiger Lake,نسل 11,Core i5,1155G7,2.5GHz,4.5GHz,8MB,4,8,10 نانومتری,x86,28 وات,16GB,DDR4,3200MHz,1,Up to 20GB,"HDD, SSD",256GB,PCIe NVMe,1,NVIDIA,GeForce,MX350,2GB,GDDR5,64Bit,25 وات,,DirectX 12,3.0,15.6,TN,,Full HD,1920x1080,60Hz,16:9,,,1,1,2Cell 38WHrs,لیتیوم پلیمر,1 الی 2 ساعت,65 وات,,2 عدد,Dolby Audio,1,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ ایسوس مدل ASUS ExpertBook B7 Flip B7402FEA I7-1195G7/32GB/1T NVMe/Iris Xe + PACK,از ۶۲٫۹۸۹٫۰۰۰ تومان,,,,,,,,,"Core i7, ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2K, ,",,,,,,,,,,,,,,,,
لپ تاپ ایسوس FX707 | 16GB RAM | 1TB SSD | i7 | 6GB VGA ا Asus FX707ZM,۱ فروشنده دیگر,,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپتاپ HP Zbook Firefly 14 G8 Mobile Workstation ا Laptap HP Zbook Firefly 14 G8 Mobile Workstation,۳۵٫۰۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس مدل ASUS FX507ZR-VA|i7 12700H-16GB-2TB SSD-8GB RTX 3070-WQHD 165Hz PACK,۴ فروشنده دیگر,"تدوین, طراحی, طراحی سنگین, گیمینگ",تایوان,354x251x22.4,2.2,پلاستیک,Intel,Alder Lake-P,نسل 12,Core i7,12700H,2.3GHz,4.7GHz,24MB,14,20,10 نانومتری,x86,45 وات,16GB,DDR5,4800MHz,2,Up to 40GB,SSD,2TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3070,8GB,GDDR6,256Bit,115 وات,140 وات,DirectX 12,4.0,15.6,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,"(DisplayPort), (Thunderbolt 4), 2",2,4Cell 90WHr,لیتیوم یون,2 الی 3 ساعت,240 وات,RGB backlit,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر, کوله پشتی, ماوس"
لپ تاپ  لنوو ThinkPad E15 | 8GB RAM | 256GB SSD | i5 | 2GB VGA ا Lenovo ThinkPad E15 Gen 2_BF,از ۳۴٫۴۹۰٫۰۰۰ تومان,,,365x240x18.9,,,,Alder Lake,نسل 12,1235U,,,,12 مگابایت,10 هسته حقیقی+ 12 هسته مجازی,,10 نانومتری,x86,15 وات,,,,1 عدد,,SSD,,PCIe NVMe,2 عدد,,GeForce,,,,,,,,,,,,Full HD,1080x1920,60 هرتز,16:9,,,,,,,,65 وات,,2 عدد,harman/kardon,,
لپ تاپ گیمینگ ایسوس راگ مدل ASUS ROG Strix 16 (2023) G634 i9-13980HX 32GB 1TB RTX4090 16-inch 240HZ Mini LED,۲۰۰٫۵۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ ایسوس راگ ASUS ROG Strix 17 G713PV R9 7845HX RTX4060 140W 1T 2.5K 240Hz 2023,۹۵٫۹۲۰٫۰۰۰ تومان,,,,2.8,,,,,,,,,,,,,,,,,,دو اسلات رم تا 64 گیگ,,,,,,,,,,,,,,,,,,,,2.5K,,,,,,,,,,,,,asus,,
لپ تاپ لنوو مدل Lenovo 300e Windows ا Lenovo 300e Windows laptop,۶٫۹۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ ASUS ROG Strix Hero III,۱ فروشنده دیگر,,,,,,,,,i7-9th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ مایکروسافت مدل Microsoft Surface book 1 - i7 16G 512GSSD intel,۲۳٫۰۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3000×2000, 4K",,,,,,,,,,,,,,,
لپ تاپ ایسوس 14 اینچی مدل ZenBook UX435EG پردازنده Core i5 رم 8GB حافظه 512GB SSD گرافیک 2GB ا ZenBook 14 UX435EG Core i5 1135G7 8GB 512GB SSD 2GB MX450 Full HD Laptop,۱ فروشنده دیگر,,,,,,,,,11th Gen\Tiger Lake,,2.40GHz,,,,,,,,,,,❌,,,512GB,,,,,NVIDIA GeForce MX450,,,,,,,,,,,1080 × 1920 @ FULL HD,,,,,,,,,,,,,,,,
"لپ تاپ ایسوس M3500QC گرافیک 4 گیگابایت ا ASUS M3500QC R7(5800H) 16GB 512GB SSD 4GB(3050) 15.6""FHD LAPTOP",۱ فروشنده دیگر,"دانشجویی, طراحی, مالتی مدیا",تایوان,359.8x235.3x19.9,1.6,فلز,AMD,AMD Cezanne (Zen 3),نسل 5,Ryzen 7,5800H,3.2GHz,4.4GHz,16MB,8,16,7 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,,,SSD,512GB,PCIe NVMe,1,NVIDIA,GeForce,RTX 3050,4GB,GDDR6,128Bit,35 وات,50 وات,DirectX 12,3.0,15.6,OLED,Wide View,Full HD,1920x1080,60Hz,16:9,,,1,1,3Cell 63WHr,لیتیوم یون,1 الی 2 ساعت,90 وات,White Backlit,2 عدد,harman/kardon (Mainstream),2,"دفترچه راهنما, شارژر"
لپ تاپ سرفیس surface book 2 | 16GB RAM | 256GB SSD | i7 | 6GB VGA ا Laptop surface book 2,۳ فروشنده دیگر,,,,,,,,,Core i7,,,,8 مگابایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مینی لپ تاپ لمسی ا Sony SVP11-213CXB Touch,۱۱٫۷۰۰٫۰۰۰ تومان,,,,,,,,نسل 4,,,,,,,,,,,,,,,,,256 گیگابایت,,,,,Intel® HD Graphics 4400,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ  ایسوس  R565EP | 8GB RAM | 1TB HDD | 256GB SSD | i5 | 2GB VGA ا ASUS  VivoBook  R565EP,از ۳۰٫۰۹۹٫۰۰۰ تومان,"حسابداری, دانشجویی, روزمره",تایوان,360x235x19.9,1.8,پلاستیک,Intel,Tiger Lake,نسل 11,Core i5,1135G7,2.4GHz,4.2GHz,8MB,4,8,10 نانومتری,x86,28 وات,8GB,DDR4,3200MHz,1,Up to 12GB,SSD,256GB,PCIe NVMe,1,NVIDIA,GeForce,MX330,2GB,GDDR5,64Bit,,,DirectX 12,3.0,15.6,IPS,Wide View,Full HD,1920x1080,60Hz,16:9,,,1,1,2Cell 37WHrs,لیتیوم یون,1 الی 2 ساعت,45 وات,White Backlit,2 عدد,SonicMaster,1,"دفترچه راهنما, شارژر"
لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 5 پردازنده Core i7-1255U رم 32GB حافظه 1TB SSD گرافیک Intel ا Surface Laptop 5 15 inch Core i7-1255U 32GB 1TB SSD Intel Touch Laptop,۱ فروشنده دیگر,,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
سرفیس لپ‌تاپ استودیو | Core i7/32GB/1TB SSD,۲ فروشنده دیگر,,,,,,,,Quad-core 11th Gen Intel® Core™ H35 i7-11370H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP ELITEBOOK X360 1030 G3 Core i5-8350U 16GB 256GB SSD,۲۳٫۹۰۰٫۰۰۰ تومان,,,,,,,,,"i5, i7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ14 اینچی مایکروسافت سورفیس لپ تاپ استودیو نقره ای Microsoft Surface Laptop Studio i5-16-512-14 ا Microsoft Surface Laptop Studio -i5-16-512-14-SLV,۸۵٫۰۰۰٫۰۰۰ تومان,,,,,,,,,Core i5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FX507ZC پردازنده Core i7 12700H رم 32GB حافظه 1TB SSD گرافیک 4GB RTX3050 ا TUF Gaming FX507ZC Core i7 12700H 32GB 1TB SSD 4GB RTX3050 Full HD Laptop,۴ فروشنده دیگر,"برنامه نویسی, تدوین, دانشجویی, طراحی سنگین, گیمینگ",تایوان,354x251x22.4,2.2,پلاستیک,Intel,Alder Lake-P,نسل 12,Core i7,12700H,2.3GHz,4.7GHz,24MB,14,20,10 نانومتری,x86,45 وات,32GB,DDR5,4800MHz,2,Up to 40GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050,4GB,GDDR6,128Bit,80 وات,95 وات,DirectX 12,4.0,15.6,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,"(DisplayPort), (Thunderbolt 4), 2",2,4Cell 56WHr,لیتیوم یون,1 الی 2 ساعت,200 وات,RGB backlit,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ ایسوس TUF Dash F15 FX516PE i7/40GB/1TB SSD/4GB ا ASUS TUF Dash F15 FX516PE i7-11370H/40GB/1TB SSD/4GB RTX 3050Ti 15.6inch Laptop,۲ فروشنده دیگر,,,,2,,,,,Corei7,,,,,4,8,,,,,,3200MHZ,,,,,,,,,,,,128Bit,75 وات,,,,,WV,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ دل مدل Latitude 5490 Core i5-8350U 8GB 256GB SSD (صفحه لمسی),۱ فروشنده دیگر,,,,,,,,,Core i5 - 8350U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مایکروسافت سرفیس بوک 2 مدل Microsoft Surface Book 2 Core i7-8650U 16GB 256GB GTX 1050 2G,۱ فروشنده دیگر,,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ اپل MK1F3 | 16GB RAM | 1TB SSD | M1 PRO ا Apple MK1F3,۱۰ فروشنده دیگر,,,,,,,,,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ۱۲ اینچ ریزر بلید Stealth ا Razer Blade Stealth | 12 inch | Core i7 | 16GB | 512GB,۱۳۳٫۸۲۰٫۰۰۰ تومان,,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Nitro 5 AN517 55 i5 12500H 8 256SSD 4 3050 FHD ا لپ تاپ ایسر Nitro 5,از ۳۹٫۱۸۹٫۰۰۰ تومان,,,,,,,,,Core i5,,3.3GHz,4.5GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FA506IC پردازنده Ryzen 5 رم 16GB حافظه 512GB SSD گرافیک 4GB ا TUF Gaming FA506IC Ryzen 5 4600H 16GB 512GB SSD 4GB 3050 Full HD Laptop,۳۸٫۲۰۰٫۰۰۰ تومان,,,,,,,,,Ryzen 5,,,,,,,,,,,,,,,,512گیگابایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ Hp pavilion 14m ba015dx,۸٫۰۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو Legion 5-CD مدل i7-64GB-2TB-8GB(3070),۳ فروشنده دیگر,,,,2.4,,,,,Corei7,,,,,8,16,,,,,,3200MHZ,,,,,,,,,,,,256Bit,130 وات,,,,,IPS,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ ایسوس مدل ASUS Creator OLED Q540VJ I9-13900H/16GB/1T NVMe/6GB RTX 3050 (2.8K 120Hz),۷۲٫۴۹۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچی ایسوس مدل ASUS P1512CEA-EJ0473W i3-16GB-1TBHDD+256SSD-INTEL ا N.B ASUS P1512CEA-EJ0473W i3-1115G4/16GB/1TBHDD+256SSD/INTEL,از ۲۲٫۱۰۰٫۰۰۰ تومان,,,360.2x234.9x19.9 میلی‌متر,,,,,,1115G4,,,,6 مگابایت,2 هسته حقیقی + 4 هسته مجازی,,10 نانومتری,x86,28 وات,,,,2 عدد,,,,PCIe NVMe Gen 3.0,1عدد,,Intel UHD,,,,,,,,,,TN,,,1920x1080,60 هرتز,16:9,,,,,,,,45 وات,Backlit,2 عدد,SonicMaster,,
لپ تاپ لنوو مدل Lenovo Thinkpad W540 - i7 8G 256SSD 2G,۱۱٫۶۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i7 1165G7 رم 8GB حافظه 1TB 128GB SSD گرافیک 2GB MX450 ا Ideapad 3 Core i7 1165G7 8GB 1TB 128GB SSD 2GB MX450 FHD Laptop,۳ فروشنده دیگر,"دانشجویی, روزمره",چین,359.2x236.5x19.9,1.6,پلاستیک,Intel,Tiger Lake,نسل 11,Core i7,1165G7,2.8GHz,4.7GHz,12MB,4,8,10 نانومتری,x86,28 وات,8GB,DDR4,3200MHz,1,Up to 12GB,"HDD, SSD",128GB,PCIe NVMe,1,NVIDIA,GeForce,MX450,2GB,GDDR5,64Bit,,,DirectX 12,3.0,15.6,TN,,Full HD,1920x1080,60Hz,16:9,,,1,1,2Cell 38WHrs,لیتیوم پلیمر,1 الی 2 ساعت,65 وات,,2 عدد,Dolby Audio,1,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ اچ پی “15.6 اینچی مدل HP 250 G7 پردازنده N4020 رم 8GB حافظه 512GB SSD گرافیک Intel با درایو نوری,۱۴٫۲۰۰٫۰۰۰ تومان,,,,,,,,,Celeron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768x1366,,,,,,,,,,,,,,,,
لپ تاپ لنوو Legion 5 | 16GB RAM | 512GB SSD | Ryzen 7 | 6GB VGA ا Lenovo Legion 5,از ۶۱٫۳۸۹٫۰۰۰ تومان,,,19.9 × 262.3 × 358.8,,,,AMD Rembrandt (Zen 3+),نسل 6,6800H,,,,16 مگابایت,8 هسته حقیقی + 16 هسته مجازی,,6 نانومتری,,45 وات,,,,2 عدد,,,,PCIe NVMe,2 عدد,,GeForce,,,,,,,,,,,,WQXGA,1080x1920,165 هرتز,16:9,,,,,,,,300 وات,4Zone RGB,2 عدد,Nahimic Audio,,
لپ تاپ ایسوس 15.6 اینچی مدل ZenBook Pro Flip UP6502ZD -M8007W پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 4GB ا ZenBook Pro Flip UP6502ZD -M8007W Core i7 12700H 16GB 1TB SSD 4GB Arc A370M OLED Laptop,از ۹۵٫۸۳۹٫۰۰۰ تومان,,,,,تمام آلومنیوم,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو مدل IdeaPad L340 R3 (R3200) | 8GB Ram | 1Tb HDD | 2GB (Vega 3),۱۹٫۵۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ سرفیس بوک 1 Core i7 رم 16 گیگابایت ا Laptop Surface  Book2,۲۷٫۹۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو IdeaPad Gaming 3-O ا Lenovo R7 5800H-8GB-512SSD-6GB 3060-FHD Laptop,۲ فروشنده دیگر,,,,,پلی کربنات+ABS,,,سری 5000 AMD,Ryzen 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مک بوک پرو ۱۶ اینچ M2 مکس ۲۰۲۳ مدل MNWE3- 1TB ا Apple Macbook Pro 2023 M2 pro-MNWE3,۱۷۷٫۵۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس مدل VivoBook Flip ۱۴ TP۴۱۰UF با پردازنده i۷ و صفحه نمایش لمسی ا ASUS VivoBook Flip 14 TP410UF Core i7 8GB 1TB+128GB SSD 2GB Touch Laptop,۲۸٫۵۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
سرفیس بوک یک,۲۴٫۹۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 14 اینچی اپل مدل MacBook Pro MPHE3 2023,۲ فروشنده دیگر,,,15.5 × 312.6 × 221.2,1.6,فلز,,,,,19CORE GPU,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,4K,1964 × 3024,,,,,,,"70WHr, لیتیوم پلیمری",,,,,,,,
لپ تاپ ایسر NITRO 5 AN517 I5(12500H) 16 512 4(3050),۴ فروشنده دیگر,"تدوین, دانشجویی, طراحی, گیمینگ, مالتی مدیا",تایوان,401x294.6x28.7,2.9,پلاستیک,Intel,Alder Lake,نسل 12,Core i5,12500H,2.5GHz,4.5GHz,18MB,12,16,10 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,2,Up to 32GB,SSD,512GB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050,4GB,GDDR6,128Bit,,95 وات,DirectX 12,4.0,17.3,IPS,,Full HD,1920x1080,144Hz,16:9,,,"(DisplayPort), (Power Delivery), (Thunderbolt 4), 1",3,4Cell 90WHr,لیتیوم یون,1 الی 3 ساعت,180 وات,Single Light,2 عدد,,2,"دفترچه راهنما, شارژر, کابل شارژر"
LAPTOP ASUS VIVOBOOK PRO M6500QH RYZEN 7,۴۴٫۱۹۹٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس Asus Vivobook PRO 16X N7600PC – KV098 پردازنده Corei5 11300H رم 8GB حافظه 1TB SSD گرافیک 4GB RTX3050 – کیف و موس – “2.5K – 16 – نقره ای ا Asus Vivobook PRO 16X N7600PC - KV098 i5 : 11300H - 8GB - 1TB SSD - 4GB RTX3050,۳۹٫۵۰۰٫۰۰۰ تومان,,,,,,,,,11300H,,3.1 گیگاهرتز,4.4 گیگاهرتز,8 مگابایت,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,120HZ,,,,,,,,,,,,,,
لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565JP پردازنده Core i7 1065G7 رم 12GB حافظه 1TB 512GB SSD گرافیک 2GB MX330 ا VivoBook R565JP Core i7 1065G7 12GB 1TB 512GB SSD 2GB MX330 Full HD Laptop,۵ فروشنده دیگر,,,,,,,,,"Core i7, ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Full HD, ,",,,,,,,,,,,,,,,,
مک بوک پرو 16 اینچ M2 Pro مدل MNWC3 سال 2023 – M2 Pro/16GB/512GB رنگ Silver,از ۱۱۸٫۰۰۰٫۰۰۰ تومان,,,,,آلومینیوم,,,,Apple M2 Pro,,,,,12 هسته‌ای (8 هسته‌ی پردازش سنگین و 4 هسته‌ی کم‌مصرف),,,,,,,4266 مگاهرتز,,,,,,,,,,,,,,,,,,,,3456x2234 پیکسل,,,,,,,,,,,,,,,,
لپ تاپ لنوو  IdeaPad 3 | 16GB RAM | 512GB SSD | Ryzen 5 | 4GB VGA ا IdeaPad Gaming 3,از ۳۷٫۵۰۰٫۰۰۰ تومان,,,359.6×251.9×24.2,,,,AMD Cezanne (Zen 3),نسل 5,5600H,,,,16 مگابایت,6 هسته حقیقی + 12 هسته مجازی,,7 نانومتری,,45 وات,,,,2 عدد,,SSD,,PCIe NVMe,2 عدد,,GeForce,,,,,,,,,,,,Full HD,1080x1920,120 هرتز,16:9,,,,,,,,135 وات,4Zone RGB,2 عدد,Nahimic Audio,,
Dell Latitude 7450,۹٫۶۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ دل مدل Dell XPS 7590 i7 16G 512SSD 4G,۳۲٫۹۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840x2160,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچ ایسوس مدل R565EA-BQ2625 ا Asus R565EA-BQ2625 i5 1135G7-8GB-512GB SSD- Intel UHD Graphic-15.6 inch FHD Laptop,۵ فروشنده دیگر,,,,,پلی کربنات+ABS,,,نسل 11 اینتل,Core i5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس G533ZW | 16GB RAM | 512GB SSD | i9 | 6GB VGA ا ASUS G533ZW,۹۰٫۲۰۰٫۰۰۰ تومان,,,,2.4,,,,,,,,,,,,,,,,,,دو اسلات رم تا 64 گیگ,,,,,,,,,,,,,,,,,,,,2.5K,,,,,,,,,,,,,harman-kardon,,
مک بوک پرو ۱۴ اینچی اپل با چیپ M2 Pro - مدل MPHH3 رنگ نقره‌ای,۲ فروشنده دیگر,,,,,,,,,Apple M Chip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپایسوس مدل VivoBook R465EP-A | 8GB RAM | 1TB HDD | 256 GB SSD | I7  | 2GB VGA ا VivoBook R465EP-A,۳۵٫۱۰۰٫۰۰۰ تومان,,,,,پلی کربنات+ABS,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ Dell Alienware M17,۴۸٫۰۰۰٫۰۰۰ تومان,,,,,,,,,i7-8th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ UX3402ZA ایسوس ZenBook 14 OLED ا 14 اینچی,۴ فروشنده دیگر,,,,,پلاستیک,,,,Core i7,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2880x1800 پیکسل - 2.8K,,,,,,,,,,,,تک رنگ,,,,
لپ تاپ گیمینگ ایسوس ROG Strix SCAR 17 G733ZS-ZB (2022),۳ فروشنده دیگر,,,,,,,,Alder Lake,Core i9,,,,,14,,,,,,,4800 مگاهرتز,,,,,,,,,,,GDDR6,,,,,,,,,2560x1440 پیکسل - WQHD,,,,,,,,,,,,RGB,,,,
لپ تاپ شیائومی بوک ایر 13 Xiaomi Book Air 13 i7 1250U OLED TouchScreen 2022,۴۹٫۵۰۰٫۰۰۰ تومان,,,,1.2,,,,,,,,,,,,,,,,,,بدون اسلات - لحیم برد,,,,,,,,,,,,,,,,,,,,2.8K,,,,,,,,,,,,,2 × 3813 (Tri-Mag Super Linear) + 2 × 1507 (Tweeter) Speakers,,
لپ تاپ ایسوس مدل TUF F15 FX516pc,۲ فروشنده دیگر,,,360×252×19.9,2,,,,,Core i5,RTX 3050,3.1GHz,4.4GHz,8MB,4,8,,,,,DDR4,,,Up to 40GB,SSD,,,,,GEFORCE,,4GB,GDDR6,128Bit,60 وات,,,,15.6,IPS,,FULL HD,1080 × 1920,144Hz,,,,,,4Cell 76WHr,,,,,,,,
لپ تاپ 15 اینچی ایسوس مدل Asus TUF Dash F15 FX517ZR - AC ا Asus Core i7 12650H - 32GB - 512SSD - 8GB RTX3070 - 144Hz - FULL HD,۲ فروشنده دیگر,,,,2,,,,,Corei7,,,,,10,16,,,,,,4800MHz,,,,,,,,,,,,256Bit,80 تا 105 وات,,,,,WV,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ گیمینگ ایسوس مدل ASUS ROG Strix G17 2023 R9-7845HX RTX4060 16GB 1TB 240HZ,۹۵٫۸۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 11 اینچی لنوو مدل IdeaPad 1 - A,۱ فروشنده دیگر,,,17.9*200*288,1.2,,,,,Celeron,N4020,1.1GHz,2.8GHz,4MB,2,2,,,,,DDR4,2400MHz,,ندارد,SSD,,,,,Intel UHD Graphics,600,UP TO 2GB,,,,,,,11.6,TFT,,HD,768*1366,60Hz,,,,,,2CELL 32WHr,,,,,,,,
لپ تاپ 15.6 اینچی ایسوس مدل X515JP-SSD007W گارانتی شرکتی 18 ماه,۱۱ فروشنده دیگر,,,,,,,,,Core i7,,,,,,,,,,,,,,,HDD,,,,,,,,,,,,,,,,,,,,16:9,,,,,,,,,,,,,
